City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,yaren,-0.5472,166.916,28.35,77,65,3.44,NR,1684516223
292,podgorenskiy,50.405,39.6429,16.79,59,47,3.21,RU,1684516223
293,chhor,25.5167,69.7667,34.76,39,56,9.02,PK,1684516113
294,chos malal,-37.3781,-70.2709,14.91,29,0,2.32,AR,1684516223
295,chibougamau,49.9168,-74.3659,8.36,68,100,3.04,CA,1684516182
296,las lajitas,-24.6833,-64.25,25.73,57,38,2.82,AR,1684516224
297,osh,40.5151,72.8083,17.36,68,40,3.0,KG,1684516224
298,st. john's,47.5649,-52.7093,14.6,46,13,4.02,CA,1684516097
299,sidney,-33.8679,151.2073,10.71,75,0,4.12,AU,1684516058
300,vernon,50.2581,-119.2691,28.39,42,5,0.38,CA,1684516048
301,punta arenas,-53.15,-70.9167,6.06,70,0,10.29,CL,1684516225
302,obsharovka,53.125,48.8531,12.55,70,8,2.75,RU,1684516225
303,zhangjiakou,40.81,114.8794,12.61,15,44,6.43,CN,1684516225
304,peniche,39.3558,-9.3811,22.94,53,0,8.73,PT,1684516225
305,kilinochchi,9.3961,80.3982,27.05,81,0,4.39,LK,1684516225
306,azemmour,33.2895,-8.3425,20.39,61,0,5.7,MA,1684516226
307,hanzhong,33.0728,107.0303,21.1,75,70,1.54,CN,1684516226
308,sabrum,23.0,91.7319,21.99,92,93,1.71,IN,1684516226
309,nemuro,43.3236,145.575,5.71,92,100,3.18,JP,1684516226
310,banjarmasin,-3.3244,114.591,26.08,95,52,0.67,ID,1684516227
311,akureyri,65.6835,-18.0878,13.44,72,100,8.72,IS,1684516227
312,puerto francisco de orellana,-0.4667,-76.9667,24.03,94,100,2.57,EC,1684516227
313,bria,6.5423,21.9863,23.11,91,100,1.43,CF,1684516227
314,belo,6.1333,10.25,21.76,90,96,0.79,CM,1684516228
315,berriane,32.8265,3.7669,20.45,59,87,15.19,DZ,1684516228
316,puerto deseado,-47.7503,-65.8938,8.21,37,9,9.64,AR,1684515724
317,ghat,24.9647,10.1728,33.52,23,89,7.85,LY,1684516228
318,keflavik,64.0049,-22.5624,9.24,66,75,16.98,IS,1684516229
319,botou,38.0667,116.5667,20.64,84,100,3.01,CN,1684516234
320,raduzhny,62.0961,77.475,12.77,47,43,2.87,RU,1684516234
321,lata,40.1629,-8.3327,24.4,22,9,4.31,PT,1684516234
322,tabriz,38.08,46.2919,17.7,55,75,10.8,IR,1684516235
323,onsala,57.4253,12.029,15.77,66,86,1.34,SE,1684516235
324,hafar al-batin,28.4328,45.9708,31.38,29,12,11.6,SA,1684516235
325,el carril,-25.0741,-65.4917,23.8,50,61,2.13,AR,1684516235
326,george town,5.4112,100.3354,28.97,74,20,1.03,MY,1684515948
327,singaraja,-8.112,115.0882,25.21,79,52,2.07,ID,1684516146
328,keren,15.7778,38.4581,26.55,37,25,2.59,ER,1684516236
329,yen bai,21.7,104.8667,26.78,89,11,1.18,VN,1684516236
330,naval,11.5606,124.3975,27.23,82,100,3.97,PH,1684516237
331,traverse city,44.7631,-85.6206,19.04,73,100,5.14,US,1684516237
332,kourou,5.1552,-52.6478,29.03,72,54,4.3,GF,1684515686
333,aykhal,66.0,111.5,1.85,96,100,8.28,RU,1684516237
334,svishtov,43.6231,25.3539,18.37,67,66,1.16,BG,1684516237
335,iskushuban,10.2837,50.23,31.92,55,75,7.67,SO,1684516238
336,salalah,17.0151,54.0924,31.05,79,40,3.6,OM,1684516238
337,sambava,-14.2667,50.1667,24.58,81,3,1.57,MG,1684516238
338,luganville,-15.5333,167.1667,24.9,82,87,1.38,VU,1684516238
339,mount pearl,47.5166,-52.7813,14.19,43,40,10.29,CA,1684515946
340,reyes,-14.3167,-67.3833,30.53,64,43,2.19,BO,1684516239
341,nizhniy kuranakh,58.8353,125.4869,2.57,99,98,1.94,RU,1684516239
342,lae,-6.7221,146.9847,24.37,94,100,0.8,PG,1684516240
343,ghanzi,-21.5667,21.7833,19.9,27,0,2.97,BW,1684516240
344,vilyuysk,63.7553,121.6247,-0.3,73,46,2.25,RU,1684515654
345,ketchikan,55.3422,-131.6461,12.26,94,100,2.57,US,1684516241
346,daru,-9.0763,143.2092,25.29,79,100,6.18,PG,1684516241
347,itamaraca,-7.7478,-34.8256,29.03,82,73,4.41,BR,1684516241
348,midvagur,62.0511,-7.1939,9.46,93,100,4.63,FO,1684516241
349,nadym,65.5333,72.5167,12.93,51,3,7.84,RU,1684516241
350,greenville,35.6127,-77.3663,18.09,99,100,3.6,US,1684516242
351,nagqu,31.5,92.0,1.18,97,100,0.82,CN,1684516242
352,broome,42.2506,-75.833,21.44,57,20,7.72,US,1684516242
353,cafayate,-26.073,-65.9761,21.67,38,31,2.33,AR,1684516242
354,nguigmi,14.2495,13.1092,35.09,29,35,4.86,NE,1684516242
355,mangrol,21.1167,70.1167,28.3,83,0,6.79,IN,1684516243
356,nova sintra,14.8667,-24.7167,20.5,79,63,9.36,CV,1684516243
357,kiama,-34.6833,150.8667,10.56,74,0,1.34,AU,1684515994
358,prachatice,49.0129,13.9975,14.93,83,100,4.31,CZ,1684516243
359,mbandaka,0.0487,18.2603,25.84,75,95,1.86,CD,1684516244
360,floro,61.5996,5.0328,12.35,87,75,5.14,NO,1684516244
361,shevchenko,48.5,35.0,19.21,63,81,3.94,UA,1684516244
362,vilyuchinsk,52.9306,158.4028,2.92,95,100,2.33,RU,1684516244
363,stayton,44.8007,-122.7945,21.04,74,19,2.68,US,1684516244
364,haizhou,34.5817,119.1289,16.69,88,98,4.33,CN,1684516245
365,pangkalanbuun,-2.6833,111.6167,23.93,94,100,0.96,ID,1684516245
366,tromso,69.6496,18.957,10.21,76,75,12.35,NO,1684516245
367,norfolk,42.1668,-71.2495,21.86,49,0,7.2,US,1684516245
368,midelt,32.6852,-4.7451,12.71,55,67,8.56,MA,1684516246
369,utrik,11.2278,169.8474,27.28,80,95,4.28,MH,1684516246
370,pahrump,36.2083,-115.9839,30.03,23,8,0.89,US,1684516246
371,new norfolk,-42.7826,147.0587,5.4,81,96,1.34,AU,1684516246
372,saipan,15.1355,145.701,27.39,100,20,3.6,MP,1684516247
373,ometepec,16.6833,-98.4167,33.24,39,98,1.08,MX,1684515983
374,ola,59.5833,151.2833,3.97,95,100,8.95,RU,1684516247
375,central point,42.376,-122.9164,23.69,59,0,1.54,US,1684516247
376,inarajan village,13.2736,144.7484,28.54,89,100,4.91,GU,1684516247
377,zhengjiatun,43.5064,123.5064,16.04,25,100,7.16,CN,1684515662
378,makarov,48.6333,142.8,3.98,95,100,1.1,RU,1684516248
379,yanam,16.7333,82.2167,26.33,67,71,2.86,IN,1684516248
380,hsinchu,24.8036,120.9686,24.92,96,55,1.34,TW,1684515987
381,omdurman,15.6445,32.4777,38.29,9,0,5.46,SD,1684516249
382,ancud,-41.8697,-73.8203,9.65,59,12,1.8,CL,1684516249
383,ust'-kulom,61.6864,53.6902,14.69,80,88,4.04,RU,1684516249
384,coyhaique,-45.5752,-72.0662,6.34,56,40,3.09,CL,1684516249
385,verkhnevilyuysk,63.4453,120.3167,0.26,76,76,2.01,RU,1684516250
386,al jubayl,27.0112,49.6583,27.71,68,77,6.31,SA,1684515780
387,rongelap,11.1635,166.8941,27.08,81,66,5.27,MH,1684516250
388,manokwari,-0.8667,134.0833,26.52,74,100,1.13,ID,1684515677
389,targuist,34.9377,-4.3186,15.41,46,62,1.95,MA,1684516251
390,dapa,9.7594,126.0531,27.6,77,99,2.89,PH,1684516251
391,yurty,56.0498,97.6348,4.17,71,100,1.67,RU,1684516251
392,praia,14.9215,-23.5087,27.3,57,40,10.29,CV,1684516251
393,staroyur'yevo,53.3161,40.7081,16.56,78,98,5.86,RU,1684516252
394,ain el bya,35.8039,-0.3018,19.16,56,67,4.63,DZ,1684516252
395,huarmey,-10.0681,-78.1522,25.32,68,26,6.22,PE,1684515689
396,gamba,-2.65,10.0,25.85,86,100,4.01,GA,1684516252
397,chulakkurgan,43.765,69.1814,17.85,49,24,1.19,KZ,1684516252
398,tegueste,28.5167,-16.3167,20.64,66,20,8.23,ES,1684516253
399,saint-joseph,-21.3667,55.6167,23.21,83,37,0.61,RE,1684516253
400,makurazaki,31.2667,130.3167,19.95,90,85,1.41,JP,1684516253
401,buctzotz,21.2,-88.7833,36.67,35,64,1.9,MX,1684516254
402,pitea,65.3172,21.4794,13.05,54,75,3.06,SE,1684516254
403,barcelos,41.5388,-8.6151,24.4,35,10,2.94,PT,1684516118
404,saint-francois,46.4154,3.9054,17.69,50,0,4.12,FR,1684516254
405,oriximina,-1.7656,-55.8661,31.08,62,59,2.95,BR,1684516254
406,urangan,-25.3,152.9,15.79,73,0,3.84,AU,1684516255
407,as sulayyil,20.4607,45.5779,35.01,17,29,1.75,SA,1684516255
408,markovo,57.3206,107.0881,3.29,68,97,2.55,RU,1684516255
409,roswell,34.0232,-84.3616,23.23,71,100,3.6,US,1684516255
410,talara,-4.5772,-81.2719,29.42,61,0,9.26,PE,1684515689
411,muroto-misakicho,33.2833,134.15,19.99,80,100,0.89,JP,1684516256
412,beloyarskiy,63.7119,66.6722,13.93,46,10,3.24,RU,1684515483
413,alto araguaia,-17.3147,-53.2153,27.92,30,0,2.88,BR,1684516256
414,pathein,16.7833,94.7333,27.26,81,33,5.04,MM,1684516257
415,joshimath,30.5667,79.5667,14.77,73,82,1.7,IN,1684516257
416,tarinkot,32.6268,65.8733,26.35,12,90,2.9,AF,1684516257
417,ingleby greenhow,54.4498,-1.1069,16.36,71,52,0.89,GB,1684516257
418,brisas de zicatela,15.8369,-97.0419,32.14,57,87,2.75,MX,1684515706
419,illizi,26.4833,8.4667,37.63,10,42,14.27,DZ,1684516258
420,sao jose da coroa grande,-8.8978,-35.1478,28.16,67,62,4.14,BR,1684516258
421,schrobenhausen,48.55,11.2667,18.04,60,75,2.06,DE,1684516258
422,monrovia,6.3005,-10.7969,29.87,83,100,3.03,LR,1684515660
423,roma,43.2128,-75.4557,22.98,50,0,7.2,US,1684515964
424,makoua,0.0069,15.6333,27.97,68,93,1.13,CG,1684516259
425,qarazhal,48.0078,70.7903,14.1,71,100,3.34,KZ,1684516259
426,san nicolas,18.1725,120.5953,27.3,83,13,1.76,PH,1684515811
427,richards bay,-28.783,32.0377,17.57,80,95,4.81,ZA,1684516259
428,bara,10.3744,10.7288,36.88,23,98,2.41,NG,1684515982
429,bamboo flat,11.7,92.7167,28.43,76,48,3.29,IN,1684516260
430,tchintabaraden,15.8969,5.7985,39.38,18,99,1.53,NE,1684516260
431,tovarkovskiy,53.6822,38.2092,12.09,79,85,4.5,RU,1684516260
432,palasa,18.7667,84.4167,28.84,87,68,2.64,IN,1684516260
433,les cayes,18.2,-73.75,30.61,64,31,5.61,HT,1684516261
434,ribeira brava,32.65,-17.0667,21.51,69,92,1.16,PT,1684516261
435,naracoorte,-36.9579,140.7383,8.3,85,100,1.54,AU,1684516261
436,tamanrasset,22.785,5.5228,30.95,16,40,10.29,DZ,1684516262
437,serafimovich,49.5786,42.736,17.01,49,50,2.71,RU,1684516262
438,gwanda,-20.9333,29.0,22.08,22,6,1.46,ZW,1684516262
439,port augusta,-32.5,137.7667,10.74,87,100,0.83,AU,1684516262
440,natal,-5.795,-35.2094,27.36,83,75,3.6,BR,1684516262
441,mary,37.0,62.5,27.63,20,2,5.48,TM,1684516263
442,bathsheba,13.2167,-59.5167,30.34,74,75,6.17,BB,1684516263
443,la'ie,21.6477,-157.9253,23.98,89,100,1.34,US,1684516263
444,okha,53.5739,142.9478,-1.01,96,74,3.26,RU,1684516263
445,callao,-12.0667,-77.15,26.51,60,100,4.63,PE,1684516264
446,ljusdal,61.8288,16.0913,17.44,48,44,3.24,SE,1684516264
447,kawambwa,-9.7915,29.0791,20.43,62,58,1.63,ZM,1684516264
448,gandai,21.6667,81.1,35.03,19,38,1.71,IN,1684516265
449,neftcala,39.3742,49.2472,18.04,68,69,2.45,AZ,1684516265
450,kavaratti,10.5669,72.642,29.46,67,31,3.26,IN,1684516265
451,agat village,13.3886,144.6585,28.52,85,20,3.09,GU,1684516265
452,forres,57.6113,-3.6108,18.94,53,20,4.12,GB,1684516266
453,wusong,30.95,117.7833,20.5,82,100,1.09,CN,1684516266
454,chipata,-13.6333,32.65,21.21,52,30,1.59,ZM,1684516266
455,gao,16.6362,1.637,41.5,10,81,5.6,ML,1684516266
456,rundu,-17.9333,19.7667,21.61,22,0,0.91,NA,1684516188
457,itoman,26.1247,127.6694,24.01,78,100,5.14,JP,1684516267
458,ust'-barguzin,53.45,108.9833,1.49,99,100,0.25,RU,1684516267
459,urambo,-5.0667,32.05,23.17,67,100,2.2,TZ,1684516267
460,kailua-kona,19.6406,-155.9956,23.98,78,75,5.14,US,1684515983
461,puerto madryn,-42.7692,-65.0385,12.28,31,0,10.58,AR,1684516268
462,phnom penh,11.5625,104.916,30.95,74,40,2.06,KH,1684516151
463,holualoa,19.6228,-155.9522,21.91,78,75,5.14,US,1684516268
464,raipur,21.2333,81.6333,30.08,54,20,6.17,IN,1684516268
465,zhongshan,21.3226,110.5829,26.93,88,4,4.35,CN,1684516120
466,bardai,11.65,7.2333,35.31,26,74,0.25,NG,1684516269
467,zemio,5.0314,25.1361,21.31,98,94,2.33,CF,1684516269
468,shihezi,44.3,86.0333,19.42,33,100,2.15,CN,1684515714
469,sangueya,10.7,-14.3667,30.15,58,100,3.57,GN,1684516269
470,cabedelo,-6.9811,-34.8339,28.37,78,75,4.77,BR,1684516269
471,vila nova da barquinha,39.4756,-8.4095,29.31,39,1,3.07,PT,1684516270
472,yarmouth,41.7057,-70.2286,18.14,65,0,5.66,US,1684515713
473,nikel,69.4128,30.222,14.1,64,100,5.26,RU,1684516270
474,dzhalagash,45.0833,64.6667,16.83,68,78,2.4,KZ,1684516270
475,adi keyh,14.8444,39.3772,20.02,56,30,2.36,ER,1684516271
476,sechura,-5.5569,-80.8222,27.82,60,40,4.51,PE,1684516271
477,hongqiao,26.7684,112.1081,24.21,81,89,0.84,CN,1684516271
478,kenai,60.5544,-151.2583,12.03,50,75,2.57,US,1684516271
479,argostolion,38.1811,20.489,21.04,73,0,0.0,GR,1684516271
480,puerto armuelles,8.2833,-82.8667,33.99,69,100,2.77,PA,1684516272
481,buala,-8.145,159.5921,26.65,84,100,1.42,SB,1684516272
482,tralee,52.2704,-9.7026,16.14,67,40,3.6,IE,1684516272
483,walterboro,32.9052,-80.6668,21.94,83,100,3.09,US,1684516272
484,palmer,42.1584,-72.3287,20.25,52,84,3.13,US,1684515974
485,brookings,44.3114,-96.7984,9.19,77,100,9.26,US,1684516057
486,princeville,45.7668,-61.2985,17.64,44,94,5.36,CA,1684516273
487,dakhla,23.6848,-15.958,19.49,78,62,10.26,EH,1684516273
488,college,64.8569,-147.8028,16.97,34,40,5.14,US,1684516273
489,n'zeto,-7.2312,12.8666,25.09,84,100,3.89,AO,1684516274
490,zaozersk,69.4005,32.4476,11.6,62,100,6.53,RU,1684516274
491,petrolia,42.8668,-82.1498,22.67,48,100,6.97,CA,1684516274
492,argo,37.6333,22.7333,23.21,62,75,0.92,GR,1684516274
493,abaete,-19.16,-45.4458,26.81,29,0,1.61,BR,1684516275
494,yanjiang,30.1211,104.6481,21.63,85,98,0.81,CN,1684516275
495,codrington,-38.2667,141.9667,9.82,81,100,3.38,AU,1684516275
496,huayin,34.5675,110.0921,23.42,67,4,4.03,CN,1684516275
497,flin flon,54.7682,-101.865,18.53,25,0,5.42,CA,1684516276
498,iquitos,-3.7481,-73.2472,31.02,79,75,2.06,PE,1684516276
499,alice springs,-23.7,133.8833,2.75,81,0,3.19,AU,1684516276
500,ulsteinvik,62.3432,5.8487,13.84,77,99,2.68,NO,1684516276
501,farafangana,-22.8167,47.8333,23.1,85,0,2.54,MG,1684516276
502,tuljapur,18.0,76.0833,35.72,20,58,2.74,IN,1684516277
503,cockburn town,21.4612,-71.1419,27.45,78,14,6.55,TC,1684515738
504,labrador city,52.9463,-66.9114,3.21,93,100,6.1,CA,1684516210
505,kenora,49.8167,-94.4337,16.7,38,32,4.2,CA,1684516277
506,vila franca do campo,37.7167,-25.4333,20.23,73,96,4.81,PT,1684516277
507,onega,63.9061,38.1404,5.67,74,84,2.3,RU,1684516278
508,horta,38.5333,-28.6333,19.8,71,40,3.6,PT,1684516278
509,tawau,4.2498,117.8871,25.99,87,97,1.57,MY,1684516278
510,sakakah,29.9697,40.2064,30.09,15,18,4.82,SA,1684516278
511,firuzabad,28.8438,52.5707,21.88,46,100,1.9,IR,1684516279
512,fortuna,40.5982,-124.1573,15.52,90,100,2.57,US,1684516279
513,safaga,26.7292,33.9365,27.31,35,0,6.79,EG,1684516279
514,san julian,21.0167,-102.1667,23.94,29,98,1.59,MX,1684516279
515,san martin de los andes,-40.1604,-71.3486,8.69,55,15,4.92,AR,1684516280
516,guiratinga,-16.3494,-53.7583,30.43,27,0,2.71,BR,1684516280
517,karaton,-6.3424,106.1045,23.67,94,99,0.18,ID,1684516280
518,belel,7.05,14.4333,18.76,92,100,2.19,CM,1684516280
519,kristiansund,63.1115,7.732,13.03,76,75,4.63,NO,1684516281
520,centenario do sul,-22.8211,-51.5953,22.56,52,65,3.23,BR,1684516281
521,ceeldheer,3.8488,47.1806,27.75,78,98,7.5,SO,1684516281
522,qacha's nek,-30.1154,28.6894,2.5,85,87,0.53,LS,1684516281
523,manado,1.487,124.8455,25.43,88,40,0.51,ID,1684515690
524,kushiro,42.975,144.3747,8.1,92,100,1.79,JP,1684516282
525,lucapa,-8.4192,20.7447,26.25,43,93,1.15,AO,1684516282
526,levski,43.3667,25.1333,18.06,73,51,0.79,BG,1684516282
527,diss,52.3768,1.1091,16.87,57,88,3.58,GB,1684516282
528,chui,-33.6971,-53.4616,21.77,64,25,1.66,UY,1684516283
529,ma'an,26.9775,110.7211,21.98,93,94,1.3,CN,1684516283
530,nuuk,64.1835,-51.7216,0.34,100,100,9.77,GL,1684516283
531,markala,13.7021,-6.0659,38.91,23,98,1.1,ML,1684516283
532,makhambet,47.6667,51.5833,19.01,53,89,6.18,KZ,1684516284
533,la tuque,47.4334,-72.7824,20.95,42,84,6.31,CA,1684516284
534,azov,47.1078,39.4165,23.62,56,100,3.92,RU,1684516284
535,road town,18.4167,-64.6167,31.05,66,20,5.14,VG,1684516078
536,volodarskiy,46.4013,48.5409,21.97,34,1,2.84,RU,1684516285
537,santa ines,-3.6667,-45.38,28.4,84,72,1.61,BR,1684516285
538,limuru,-1.1,36.65,16.55,85,75,2.71,KE,1684516285
539,barceloneta,18.4505,-66.5385,31.8,94,19,6.31,PR,1684516285
540,alta,69.9689,23.2717,10.11,70,75,2.57,NO,1684516285
541,koh kong,11.6175,102.9806,27.69,80,100,1.06,KH,1684516286
542,port blair,11.6667,92.75,28.41,76,47,3.29,IN,1684516286
543,severobaykal'sk,55.65,109.3167,3.76,80,89,4.44,RU,1684516286
544,mlalo,-4.9333,38.9333,22.13,87,12,2.41,TZ,1684516286
545,muscat,23.6139,58.5922,34.01,46,56,3.47,OM,1684516287
546,hermanus,-34.4187,19.2345,10.45,72,53,3.65,ZA,1684516287
547,male,4.1748,73.5089,28.97,84,75,1.03,MV,1684516287
548,gazojak,41.1875,61.4036,23.22,27,3,3.97,TM,1684516287
549,staryy malgobek,43.5442,44.5894,19.58,63,87,5.24,RU,1684516287
550,ban chang,12.7254,101.0553,30.27,76,20,4.12,TH,1684516288
551,mountain home,43.133,-115.6912,24.12,36,6,3.58,US,1684516288
552,goulburn,-34.75,149.7167,1.55,95,0,1.34,AU,1684515603
553,igarka,67.4667,86.5833,4.32,92,68,2.79,RU,1684516288
554,mar del plata,-38.0023,-57.5575,18.78,38,68,5.77,AR,1684516289
555,ta`u,-14.2336,-169.5144,28.13,82,100,7.64,AS,1684516289
556,vennesla,58.2694,7.9741,15.97,53,20,4.12,NO,1684516289
557,riohacha,11.5444,-72.9072,30.5,66,87,4.52,CO,1684516256
558,coquimbo,-29.9533,-71.3436,17.85,72,20,4.12,CL,1684516191
559,baardheere,2.3446,42.2764,29.31,59,97,3.46,SO,1684516290
560,dongola,19.1667,30.4833,33.84,9,15,6.09,SD,1684516290
561,mazagao,-0.115,-51.2894,30.03,65,85,2.38,BR,1684516290
562,adre,13.4667,22.2,34.1,9,66,2.39,TD,1684516290
563,arvayheer,46.2639,102.775,0.07,23,2,5.32,MN,1684516291
564,fort st. john,56.2499,-120.8529,20.78,39,3,2.78,CA,1684516100
565,hasaki,35.7333,140.8333,18.45,88,100,8.22,JP,1684516291
566,masallatah,32.6167,14.0,24.14,49,96,8.47,LY,1684516291
567,embi,48.8264,58.1442,15.38,76,89,5.18,KZ,1684516292
568,cadale,2.7603,46.3222,27.44,82,75,8.7,SO,1684516292
569,cloverdale,38.8055,-123.0172,28.51,48,2,1.72,US,1684516292
570,gilgit,35.9221,74.3087,20.03,33,10,2.46,PK,1684516292
571,tadine,-21.55,167.8833,21.8,59,22,4.95,NC,1684516293
572,kerikeri,-35.2268,173.9474,15.51,94,90,1.34,NZ,1684516293
573,karagandy,49.8019,73.1021,5.97,29,64,7.61,KZ,1684516293
574,hailar,49.2,119.7,6.21,83,100,8.05,CN,1684516032
575,hilo,19.7297,-155.09,24.23,86,20,2.06,US,1684516294
576,remire-montjoly,4.9167,-52.2667,30.02,66,75,5.66,GF,1684516294
577,arno,60.1167,18.6333,9.88,51,2,5.36,SE,1684516294
578,salem,11.65,78.1667,26.06,80,61,2.28,IN,1684516093
579,baise city,23.8997,106.6133,24.8,94,3,0.93,CN,1684516295
580,puntarenas,9.9763,-84.8384,33.75,48,75,2.92,CR,1684516295
581,zhob,31.3411,69.4481,27.51,12,16,7.4,PK,1684516295
582,portland,45.5234,-122.6762,20.85,72,75,2.57,US,1684516041
583,diamantino,-14.4086,-56.4461,32.58,36,7,1.74,BR,1684516295
584,dera ismail khan,31.8327,70.9024,35.49,15,6,3.24,PK,1684516296
585,great falls,47.5002,-111.3008,20.23,55,0,3.6,US,1684516296
586,isangel,-19.55,169.2667,23.46,74,99,6.09,VU,1684516296
